id,ACTION
1,0.872592627079
2,0.999649187357
3,0.999665437466
4,0.998886945773
5,0.999735589436
6,0.99959647862
7,0.999447092469
8,0.999960079127
9,0.588059525695
10,0.996129263644
11,0.993842565374
12,0.997335620715
13,0.999238321606
14,0.996327655229
15,0.950213998067
16,0.913336307698
17,0.810324715108
18,0.980071523671
19,0.999442186857
20,0.999134096379
21,0.99999124039
22,0.999882453127
23,0.998244169727
24,0.998708800129
25,0.999540949862
26,0.938573201516
27,0.997249144077
28,0.998260186017
29,0.998563175232
30,0.995820532205
31,0.999495120736
32,0.995929601383
33,0.999413879944
34,0.999809613744
35,0.999804851083
36,0.998335640092
37,0.998498432028
38,0.999717868532
39,0.998463566044
40,0.964438963879
41,0.995256239299
42,0.998643225769
43,0.998138493882
44,0.999231581171
45,0.999315422214
46,0.999204010899
47,0.99956339072
48,0.998704242664
49,0.999914542233
50,0.997343504544
51,0.994606628686
52,0.999623057402
53,0.998166854788
54,0.999261949739
55,0.998170466243
56,0.999235715476
57,0.996401387075
58,0.999802589461
59,0.998221237631
60,0.99877485444
61,0.999607650867
62,0.99935076938
63,0.998446628727
64,0.999691689051
65,0.999883417822
66,0.999350138756
67,0.995421839578
68,0.999681218352
69,0.995392950454
70,0.355985774582
71,0.997944251864
72,0.998773356999
73,0.999453106281
74,0.999759245346
75,0.998348164859
76,0.999564343264
77,0.998771516483
78,0.995515592546
79,0.369387757214
80,0.999680572229
81,0.999668001825
82,0.999720914755
83,0.996360853796
84,0.999886638395
85,0.999264672994
86,0.983734888336
87,0.998300510553
88,0.999443085606
89,0.998842782077
90,0.913511390412
91,0.995965018403
92,0.890711211635
93,0.999110921833
94,0.999740132745
95,0.999143362035
96,0.999274571174
97,0.294357218405
98,0.974925889833
99,0.998898177891
100,0.999927963054
101,0.989957566296
102,0.896133217054
103,0.998468924874
104,0.997560621839
105,0.0857288127709
106,0.999630918878
107,0.999604967564
108,0.998507409215
109,0.999201261262
110,0.999048268784
111,0.911111667783
112,0.999787294599
113,0.993734652909
114,0.99948503064
115,0.99816272704
116,0.996466975587
117,0.997821470306
118,0.997626698525
119,0.999894208008
120,0.997186798951
121,0.939109006749
122,0.997578076002
123,0.998372969428
124,0.998114935416
125,0.999445335847
126,0.953034774419
127,0.972574729411
128,0.963216611294
129,0.992235376039
130,0.999439282053
131,0.99956334892
132,0.999753214904
133,0.997592002148
134,0.926836610454
135,0.999747211327
136,0.994611027686
137,0.999686069563
138,0.996576563676
139,0.958581531905
140,0.999727128835
141,0.984688474989
142,0.972079951203
143,0.999789597359
144,0.999137591414
145,0.999211206097
146,0.977597990679
147,0.988384391438
148,0.952239496285
149,0.999822785188
150,0.999115898366
151,0.99880732146
152,0.817655463782
153,0.999332958256
154,0.991823992059
155,0.999180086997
156,0.980807497061
157,0.998944834995
158,0.999092856419
159,0.574779375688
160,0.99759567574
161,0.928101154689
162,0.997576151174
163,0.998767009067
164,0.996164034939
165,0.999795462033
166,0.999739669856
167,0.994002392304
168,0.999094852333
169,0.999007132724
170,0.999448630175
171,0.998414108416
172,0.998270099679
173,0.975415865847
174,0.99930828391
175,0.998369365252
176,0.999830809274
177,0.990565420527
178,0.99862307328
179,0.999987049079
180,0.996878978737
181,0.444952025785
182,0.999431092292
183,0.73209780983
184,0.978191596579
185,0.99718061735
186,0.977659317587
187,0.999139440924
188,0.987529976937
189,0.383866866682
190,0.999438859807
191,0.99990487656
192,0.998944702981
193,0.999625459698
194,0.999728865174
195,0.990282837915
196,0.999852188562
